"word","n","Brand"
"ran",14,"Starbucks"
"sandyhook",14,"Starbucks"
"tea",14,"Starbucks"
"thisisinsider",14,"Starbucks"
"vigil",14,"Starbucks"
"beverage",13,"Starbucks"
"caramel",13,"Starbucks"
"cheerforgood",13,"Starbucks"
"chickencapresepanini",13,"Starbucks"
"frappucino",13,"Starbucks"
"happening",13,"Starbucks"
"line",13,"Starbucks"
"ma",13,"Starbucks"
"milk",13,"Starbucks"
"protein",13,"Starbucks"
"sa",13,"Starbucks"
"world",13,"Starbucks"
"amazing",12,"Starbucks"
"assembly",12,"Starbucks"
"call",12,"Starbucks"
"chocolate",12,"Starbucks"
"fresh",12,"Starbucks"
"imnoah",12,"Starbucks"
"inspired",12,"Starbucks"
"mocha",12,"Starbucks"
"packed",12,"Starbucks"
"person",12,"Starbucks"
"required",12,"Starbucks"
"vanilla",12,"Starbucks"
"vegan",12,"Starbucks"
"delay",11,"Starbucks"
"drive",11,"Starbucks"
"location",11,"Starbucks"
"partner",11,"Starbucks"
"starbucksar",11,"Starbucks"
"sweet",11,"Starbucks"
"aires",10,"Starbucks"
"buenos",10,"Starbucks"
"cards",10,"Starbucks"
"celebrate",10,"Starbucks"
"cupcake",10,"Starbucks"
"cups",10,"Starbucks"
"drinks",10,"Starbucks"
"firs",10,"Starbucks"
"forces",10,"Starbucks"
"largest",10,"Starbucks"
"life",10,"Starbucks"
"local",10,"Starbucks"
"nationalcupcakeday",10,"Starbucks"
"provider",10,"Starbucks"
"wait",10,"Starbucks"
"week",10,"Starbucks"
"whatspetedrinking",10,"Starbucks"
"white",10,"Starbucks"
"bring",9,"Starbucks"
"cre",9,"Starbucks"
"cream",9,"Starbucks"
"friend",9,"Starbucks"
"hope",9,"Starbucks"
"macchiato",9,"Starbucks"
"mobile",9,"Starbucks"
"peppermint",9,"Starbucks"
"app",8,"Starbucks"
"campaign",8,"Starbucks"
"delicious",8,"Starbucks"
"ferguson",8,"Starbucks"
"lol",8,"Starbucks"
"loosewomen",8,"Starbucks"
"minutes",8,"Starbucks"
"nationwide",8,"Starbucks"
"paid",8,"Starbucks"
"rebekahvardy",8,"Starbucks"
"riyadh",8,"Starbucks"
"tag",8,"Starbucks"
"taste",8,"Starbucks"
"water",8,"Starbucks"
"alijog",7,"Starbucks"
"awesome",7,"Starbucks"
"birthday",7,"Starbucks"
"car",7,"Starbucks"
"ceo",7,"Starbucks"
"community",7,"Starbucks"
"falloutboy",7,"Starbucks"
"fan",7,"Starbucks"
"grant",7,"Starbucks"
"petewentz",7,"Starbucks"
"proud",7,"Starbucks"
"retweet",7,"Starbucks"
"season",7,"Starbucks"
"send",7,"Starbucks"
"stlpromisezone",7,"Starbucks"
"tryveg",7,"Starbucks"
"waiting",7,"Starbucks"
"wrong",7,"Starbucks"
"baristas",6,"Starbucks"
"brittonwaynenwe",6,"Starbucks"
"buy",6,"Starbucks"
"customers",6,"Starbucks"
"giveaway",6,"Starbucks"
"guys",6,"Starbucks"
"hard",6,"Starbucks"
"hashtag",6,"Starbucks"
"home",6,"Starbucks"
"ice",6,"Starbucks"
"merib",6,"Starbucks"
"morning",6,"Starbucks"
"nice",6,"Starbucks"
"offer",6,"Starbucks"
"pres",6,"Starbucks"
"reserve",6,"Starbucks"
"reveals",6,"Starbucks"
"starbucksforlife",6,"Starbucks"
"sugar",6,"Starbucks"
"support",6,"Starbucks"
"theshopforward",6,"Starbucks"
"watching",6,"Starbucks"
"advocate",5,"Starbucks"
"ago",5,"Starbucks"
"amman",5,"Starbucks"
"camillelenore",5,"Starbucks"
"cheer",5,"Starbucks"
"customer",5,"Starbucks"
"drinking",5,"Starbucks"
"employees",5,"Starbucks"
"extra",5,"Starbucks"
"fantastic",5,"Starbucks"
"feel",5,"Starbucks"
"food",5,"Starbucks"
"friday",5,"Starbucks"
"friends",5,"Starbucks"
"gold",5,"Starbucks"
"guest",5,"Starbucks"
"harrisleads",5,"Starbucks"
"head",5,"Starbucks"
"hour",5,"Starbucks"
"joy",5,"Starbucks"
"key",5,"Starbucks"
"kicked",5,"Starbucks"
"literally",5,"Starbucks"
"missed",5,"Starbucks"
"monroelap",5,"Starbucks"
"options",5,"Starbucks"
"pay",5,"Starbucks"
"pick",5,"Starbucks"
"racist",5,"Starbucks"
"random",5,"Starbucks"
"simply",5,"Starbucks"
"sitting",5,"Starbucks"
"stannshospice",5,"Starbucks"
"starbucksnews",5,"Starbucks"
"stars",5,"Starbucks"
"stranger",5,"Starbucks"
"top",5,"Starbucks"
"true",5,"Starbucks"
"video",5,"Starbucks"
"whatstrending",5,"Starbucks"
"whipped",5,"Starbucks"
"added",4,"Starbucks"
"airport",4,"Starbucks"
"black",4,"Starbucks"
"box",4,"Starbucks"
"close",4,"Starbucks"
"cool",4,"Starbucks"
"cut",4,"Starbucks"
"days",4,"Starbucks"
"decaf",4,"Starbucks"
"dj",4,"Starbucks"
"double",4,"Starbucks"
"downtown",4,"Starbucks"
"dream",4,"Starbucks"
"drranj",4,"Starbucks"
"eggnog",4,"Starbucks"
"ells",4,"Starbucks"
"everyday",4,"Starbucks"
"flat",4,"Starbucks"
"fucking",4,"Starbucks"
"grande",4,"Starbucks"
"haha",4,"Starbucks"
"happen",4,"Starbucks"
"happyholidays",4,"Starbucks"
"hardworking",4,"Starbucks"
"hear",4,"Starbucks"
"job",4,"Starbucks"
"katyperry",4,"Starbucks"
"kids",4,"Starbucks"
"la",4,"Starbucks"
"lemon",4,"Starbucks"
"lend",4,"Starbucks"
"light",4,"Starbucks"
"manager",4,"Starbucks"
"mcrsoup",4,"Starbucks"
"melting",4,"Starbucks"
"michael",4,"Starbucks"
"michaelbuble",4,"Starbucks"
"nwe",4,"Starbucks"
"omg",4,"Starbucks"
"online",4,"Starbucks"
"party",4,"Starbucks"
"perfect",4,"Starbucks"
"playing",4,"Starbucks"
"postmates",4,"Starbucks"
"red",4,"Starbucks"
"roastery",4,"Starbucks"
"sayinggoodbyeuk",4,"Starbucks"
"shanghai",4,"Starbucks"
"sick",4,"Starbucks"
"starbuckscanada",4,"Starbucks"
"start",4,"Starbucks"
"stephenevickers",4,"Starbucks"
"thesct",4,"Starbucks"
"tree",4,"Starbucks"
"understand",4,"Starbucks"
"venti",4,"Starbucks"
"women",4,"Starbucks"
"worst",4,"Starbucks"
"worth",4,"Starbucks"
"wtf",4,"Starbucks"
"absolutely",3,"Starbucks"
"act",3,"Starbucks"
"add",3,"Starbucks"
"admin",3,"Starbucks"
"amazon",3,"Starbucks"
"answers",3,"Starbucks"
"assistance",3,"Starbucks"
"bags",3,"Starbucks"
"basically",3,"Starbucks"
"bet",3,"Starbucks"
"betterthansanta",3,"Starbucks"
"blend",3,"Starbucks"
"bomb",3,"Starbucks"
"bout",3,"Starbucks"
"bradgoodenews",3,"Starbucks"
"bro",3,"Starbucks"
"called",3,"Starbucks"
"cappuccino",3,"Starbucks"
"carmel",3,"Starbucks"
"chai",3,"Starbucks"
"chance",3,"Starbucks"
"charge",3,"Starbucks"
"ciara",3,"Starbucks"
"cities",3,"Starbucks"
"coke",3,"Starbucks"
"cold",3,"Starbucks"
"company",3,"Starbucks"
"cookiecrowley",3,"Starbucks"
"dangerusswilson",3,"Starbucks"
"deal",3,"Starbucks"
"dear",3,"Starbucks"
"delivered",3,"Starbucks"
"diet",3,"Starbucks"
"director",3,"Starbucks"
"dm",3,"Starbucks"
"dog",3,"Starbucks"
"earth",3,"Starbucks"
"evans",3,"Starbucks"
"fair",3,"Starbucks"
"famous",3,"Starbucks"
"fat",3,"Starbucks"
"figure",3,"Starbucks"
"flavors",3,"Starbucks"
"forget",3,"Starbucks"
"forum",3,"Starbucks"
"found",3,"Starbucks"
"frap",3,"Starbucks"
"frappe",3,"Starbucks"
"frappuccino",3,"Starbucks"
"front",3,"Starbucks"
"game",3,"Starbucks"
"gingerbread",3,"Starbucks"
"girl",3,"Starbucks"
"glad",3,"Starbucks"
"half",3,"Starbucks"
"house",3,"Starbucks"
"hs",3,"Starbucks"
"htt",3,"Starbucks"
"idea",3,"Starbucks"
"im",3,"Starbucks"
"imagine",3,"Starbucks"
"jesus",3,"Starbucks"
"johnson",3,"Starbucks"
"karenstivali",3,"Starbucks"
"kevin",3,"Starbucks"
"kindergarten",3,"Starbucks"
"kindness",3,"Starbucks"
"library",3,"Starbucks"
"listen",3,"Starbucks"
"loaded",3,"Starbucks"
"lost",3,"Starbucks"
"loved",3,"Starbucks"
"macyenglish",3,"Starbucks"
"mug",3,"Starbucks"
"nphoevfvum",3,"Starbucks"
"play",3,"Starbucks"
"plz",3,"Starbucks"
"ppl",3,"Starbucks"
"province",3,"Starbucks"
"pumpkin",3,"Starbucks"
"raise",3,"Starbucks"
"read",3,"Starbucks"
"real",3,"Starbucks"
"regional",3,"Starbucks"
"remember",3,"Starbucks"
"results",3,"Starbucks"
"road",3,"Starbucks"
"running",3,"Starbucks"
"sandwich",3,"Starbucks"
"save",3,"Starbucks"
"scdiet",3,"Starbucks"
"science",3,"Starbucks"
"serving",3,"Starbucks"
"set",3,"Starbucks"
"shitty",3,"Starbucks"
"shop",3,"Starbucks"
"shot",3,"Starbucks"
"size",3,"Starbucks"
"snickerdoodle",3,"Starbucks"
"snow",3,"Starbucks"
"sounds",3,"Starbucks"
"sour",3,"Starbucks"
"speaking",3,"Starbucks"
"spice",3,"Starbucks"
"staff",3,"Starbucks"
"starbucksuk",3,"Starbucks"
"stations",3,"Starbucks"
"successful",3,"Starbucks"
"surprised",3,"Starbucks"
"sweeneysledp",3,"Starbucks"
"syrup",3,"Starbucks"
"target",3,"Starbucks"
"teachers",3,"Starbucks"
"thankful",3,"Starbucks"
"thx",3,"Starbucks"
"told",3,"Starbucks"
"transition",3,"Starbucks"
"treat",3,"Starbucks"
"turkey",3,"Starbucks"
"tweeting",3,"Starbucks"
"twitter",3,"Starbucks"
"wafdbank",3,"Starbucks"
"walk",3,"Starbucks"
"walked",3,"Starbucks"
"wanna",3,"Starbucks"
"warm",3,"Starbucks"
"whynotyoufdn",3,"Starbucks"
"workers",3,"Starbucks"
"wow",3,"Starbucks"
"wv",3,"Starbucks"
"yeah",3,"Starbucks"
"yuhgldtvzg",3,"Starbucks"
"action",2,"Starbucks"
"addicted",2,"Starbucks"
"addiction",2,"Starbucks"
"ah",2,"Starbucks"
"ahead",2,"Starbucks"
"alerted",2,"Starbucks"
"americano",2,"Starbucks"
"angel",2,"Starbucks"
"anniversary",2,"Starbucks"
"ar",2,"Starbucks"
"ass",2,"Starbucks"
"bag",2,"Starbucks"
"barely",2,"Starbucks"
"barnes",2,"Starbucks"
"basic",2,"Starbucks"
"battlecoffee",2,"Starbucks"
"bean",2,"Starbucks"
"bears",2,"Starbucks"
"bitch",2,"Starbucks"
"bites",2,"Starbucks"
"bitter",2,"Starbucks"
"blvd",2,"Starbucks"
"board",2,"Starbucks"
"boba",2,"Starbucks"
"bonus",2,"Starbucks"
"bored",2,"Starbucks"
"boss",2,"Starbucks"
"bought",2,"Starbucks"
"brewer",2,"Starbucks"
"brooklynjolley",2,"Starbucks"
"brown",2,"Starbucks"
"bulletproofcoffee",2,"Starbucks"
"bullshit",2,"Starbucks"
"bus",2,"Starbucks"
"business",2,"Starbucks"
"buying",2,"Starbucks"
"cake",2,"Starbucks"
"california",2,"Starbucks"
"calling",2,"Starbucks"
"celeste",2,"Starbucks"
"changed",2,"Starbucks"
"chapel",2,"Starbucks"
"chargepointnet",2,"Starbucks"
"charity",2,"Starbucks"
"chiffon",2,"Starbucks"
"choose",2,"Starbucks"
"christmastreefrappuccino",2,"Starbucks"
"citrus",2,"Starbucks"
"cityferguson",2,"Starbucks"
"cityyearorlando",2,"Starbucks"
"client",2,"Starbucks"
"clients",2,"Starbucks"
"clover",2,"Starbucks"
"coffe",2,"Starbucks"
"coffees",2,"Starbucks"
"correct",2,"Starbucks"
"cota",2,"Starbucks"
"creme",2,"Starbucks"
"croftoniskind",2,"Starbucks"
"crowd",2,"Starbucks"
"crown",2,"Starbucks"
"crunchy",2,"Starbucks"
"cultural",2,"Starbucks"
"dammam",2,"Starbucks"
"damn",2,"Starbucks"
"damnitherb",2,"Starbucks"
"dcvegfest",2,"Starbucks"
"denver",2,"Starbucks"
"deserve",2,"Starbucks"
"disgusting",2,"Starbucks"
"disney",2,"Starbucks"
"dogs",2,"Starbucks"
"dollars",2,"Starbucks"
"donate",2,"Starbucks"
"donated",2,"Starbucks"
"draw",2,"Starbucks"
"due",2,"Starbucks"
"elmercc",2,"Starbucks"
"email",2,"Starbucks"
"ember",2,"Starbucks"
"empowerstlco",2,"Starbucks"
"energy",2,"Starbucks"
"ensure",2,"Starbucks"
"essential",2,"Starbucks"
"expand",2,"Starbucks"
"expanding",2,"Starbucks"
"family",2,"Starbucks"
"feeding",2,"Starbucks"
"feeling",2,"Starbucks"
"firefighters",2,"Starbucks"
"flight",2,"Starbucks"
"foxandfriends",2,"Starbucks"
"franchises",2,"Starbucks"
"francisco",2,"Starbucks"
"frapp",2,"Starbucks"
"freshest",2,"Starbucks"
"future",2,"Starbucks"
"geez",2,"Starbucks"
"gender",2,"Starbucks"
"generosity",2,"Starbucks"
"givegoo",2,"Starbucks"
"god",2,"Starbucks"
"google",2,"Starbucks"
"gre",2,"Starbucks"
"handle",2,"Starbucks"
"harveyjuliang",2,"Starbucks"
"hashtags",2,"Starbucks"
"hawthorne",2,"Starbucks"
"heart",2,"Starbucks"
"helloitsmerlot",2,"Starbucks"
"helping",2,"Starbucks"
"henrykleektvu",2,"Starbucks"
"hilarious",2,"Starbucks"
"hol",2,"Starbucks"
"hold",2,"Starbucks"
"holding",2,"Starbucks"
"honestly",2,"Starbucks"
"honey",2,"Starbucks"
"honor",2,"Starbucks"
"honored",2,"Starbucks"
"hours",2,"Starbucks"
"howard",2,"Starbucks"
"husband",2,"Starbucks"
"hype",2,"Starbucks"
"idk",2,"Starbucks"
"ifosterorg",2,"Starbucks"
"indoors",2,"Starbucks"
"inf",2,"Starbucks"
"insidethefoxden",2,"Starbucks"
"java",2,"Starbucks"
"jeddah",2,"Starbucks"
"joining",2,"Starbucks"
"justinvansant",2,"Starbucks"
"kindnes",2,"Starbucks"
"kmalfilchawey",2,"Starbucks"
"lady",2,"Starbucks"
"late",2,"Starbucks"
"learned",2,"Starbucks"
"leave",2,"Starbucks"
"leaving",2,"Starbucks"
"left",2,"Starbucks"
"lemonade",2,"Starbucks"
"leo",2,"Starbucks"
"letting",2,"Starbucks"
"lewis",2,"Starbucks"
"libraries",2,"Starbucks"
"lids",2,"Starbucks"
"livetogive",2,"Starbucks"
"lmao",2,"Starbucks"
"logos",2,"Starbucks"
"lot",2,"Starbucks"
"lovelies",2,"Starbucks"
"lover's",2,"Starbucks"
"lovers",2,"Starbucks"
"lunch",2,"Starbucks"
"makkah",2,"Starbucks"
"matcha",2,"Starbucks"
"medium",2,"Starbucks"
"melodically",2,"Starbucks"
"memory",2,"Starbucks"
"merrychristmas",2,"Starbucks"
"mhmqcerage",2,"Starbucks"
"miracle",2,"Starbucks"
"mochas",2,"Starbucks"
"mom",2,"Starbucks"
"moment",2,"Starbucks"
"money",2,"Starbucks"
"mustaches",2,"Starbucks"
"nationalhotcocoaday",2,"Starbucks"
"netflix",2,"Starbucks"
"netneutrality",2,"Starbucks"
"nevada",2,"Starbucks"
"noble",2,"Starbucks"
"normal",2,"Starbucks"
"north",2,"Starbucks"
"notifications",2,"Starbucks"
"nov",2,"Starbucks"
"obsession",2,"Starbucks"
"office",2,"Starbucks"
"outlets",2,"Starbucks"
"panda",2,"Starbucks"
"panerabread",2,"Starbucks"
"partnered",2,"Starbucks"
"past",2,"Starbucks"
"payitforward",2,"Starbucks"
"peach",2,"Starbucks"
"perry",2,"Starbucks"
"petehegseth",2,"Starbucks"
"phone",2,"Starbucks"
"piece",2,"Starbucks"
"police",2,"Starbucks"
"pop",2,"Starbucks"
"pretty",2,"Starbucks"
"propel",2,"Starbucks"
"psl",2,"Starbucks"
"puppy",2,"Starbucks"
"purchase",2,"Starbucks"
"putting",2,"Starbucks"
"qassim",2,"Starbucks"
"qyhohisnbv",2,"Starbucks"
"ready",2,"Starbucks"
"receive",2,"Starbucks"
"recognize",2,"Starbucks"
"recyclable",2,"Starbucks"
"rep",2,"Starbucks"
"replace",2,"Starbucks"
"resources",2,"Starbucks"
"responders",2,"Starbucks"
"rid",2,"Starbucks"
"robsonlinda",2,"Starbucks"
"roll",2,"Starbucks"
"rude",2,"Starbucks"
"run",2,"Starbucks"
"s'mores",2,"Starbucks"
"san",2,"Starbucks"
"sanleandropd",2,"Starbucks"
"santabarbara",2,"Starbucks"
"sbellasways",2,"Starbucks"
"scones",2,"Starbucks"
"search",2,"Starbucks"
"sending",2,"Starbucks"
"sends",2,"Starbucks"
"separate",2,"Starbucks"
"sfbart",2,"Starbucks"
"share",2,"Starbucks"
"sharonelems",2,"Starbucks"
"shortbread",2,"Starbucks"
"shout",2,"Starbucks"
"silver",2,"Starbucks"
"simple",2,"Starbucks"
"single",2,"Starbucks"
"sisters",2,"Starbucks"
"situation",2,"Starbucks"
"skinny",2,"Starbucks"
"sourcesofstrength",2,"Starbucks"
"specific",2,"Starbucks"
"spend",2,"Starbucks"
"spices",2,"Starbucks"
"spokane",2,"Starbucks"
"spot",2,"Starbucks"
"spreading",2,"Starbucks"
"ss",2,"Starbucks"
"sschospices",2,"Starbucks"
"starbuckshelp",2,"Starbucks"
"starbucksholidaydelights",2,"Starbucks"
"starbucksprtnrs",2,"Starbucks"
"status",2,"Starbucks"
"steamed",2,"Starbucks"
"stepupstarbucks",2,"Starbucks"
"stores",2,"Starbucks"
"storytime",2,"Starbucks"
"straight",2,"Starbucks"
"strawberryacai",2,"Starbucks"
"stuffed",2,"Starbucks"
"stuffing",2,"Starbucks"
"suggestion",2,"Starbucks"
"summersilvery",2,"Starbucks"
"supposed",2,"Starbucks"
"sweater",2,"Starbucks"
"swift",2,"Starbucks"
"tall",2,"Starbucks"
"tastes",2,"Starbucks"
"tasting",2,"Starbucks"
"team",2,"Starbucks"
"teavana",2,"Starbucks"
"teddy",2,"Starbucks"
"theangrierone",2,"Starbucks"
"therichlatino",2,"Starbucks"
"thomasfire",2,"Starbucks"
"thrilled",2,"Starbucks"
"toasted",2,"Starbucks"
"today's",2,"Starbucks"
"toilet",2,"Starbucks"
"tomorrow",2,"Starbucks"
"town",2,"Starbucks"
"toy",2,"Starbucks"
"treating",2,"Starbucks"
"triggered",2,"Starbucks"
"trust",2,"Starbucks"
"trypod",2,"Starbucks"
"tuesday",2,"Starbucks"
"tuition",2,"Starbucks"
"udder",2,"Starbucks"
"uglysweaterday",2,"Starbucks"
"unaizah",2,"Starbucks"
"ur",2,"Starbucks"
"videos",2,"Starbucks"
"vixixcwxen",2,"Starbucks"
"voucher",2,"Starbucks"
"vulnerable",2,"Starbucks"
"waistlines",2,"Starbucks"
"washington",2,"Starbucks"
"waugh",2,"Starbucks"
"weekend",2,"Starbucks"
"wi",2,"Starbucks"
"winter",2,"Starbucks"
"wishmeluck",2,"Starbucks"
"won",2,"Starbucks"
"yesterday",2,"Starbucks"
"yummy",2,"Starbucks"
"zones",2,"Starbucks"
"abortionists",1,"Starbucks"
"absolute",1,"Starbucks"
"access",1,"Starbucks"
"accidentally",1,"Starbucks"
"achieving",1,"Starbucks"
"acknowledge",1,"Starbucks"
"aclu",1,"Starbucks"
"actively",1,"Starbucks"
"adding",1,"Starbucks"
"addjedhxna",1,"Starbucks"
"adopted",1,"Starbucks"
"adukzeflie",1,"Starbucks"
"advertisement",1,"Starbucks"
"advertising",1,"Starbucks"
"af",1,"Starbucks"
"agave",1,"Starbucks"
"air",1,"Starbucks"
"alexthehonk",1,"Starbucks"
"alibamford",1,"Starbucks"
"alinaxfuentes",1,"Starbucks"
"allegedpolarbear",1,"Starbucks"
"allergy",1,"Starbucks"
"allisonolahaha",1,"Starbucks"
"allowed",1,"Starbucks"
"almond",1,"Starbucks"
"amazig",1,"Starbucks"
"america",1,"Starbucks"
"american",1,"Starbucks"
"americanos",1,"Starbucks"
"americao",1,"Starbucks"
"amfm",1,"Starbucks"
"amou",1,"Starbucks"
"anisha",1,"Starbucks"
"annual",1,"Starbucks"
"answer",1,"Starbucks"
"anti",1,"Starbucks"
"antibiotics",1,"Starbucks"
"anymore",1,"Starbucks"
"apology",1,"Starbucks"
"appalled",1,"Starbucks"
"apparently",1,"Starbucks"
"appearance",1,"Starbucks"
"apron",1,"Starbucks"
"aptprepper",1,"Starbucks"
"arabi",1,"Starbucks"
"arrivals",1,"Starbucks"
"arrive",1,"Starbucks"
"art",1,"Starbucks"
"artist",1,"Starbucks"
"ash",1,"Starbucks"
"ashkatch",1,"Starbucks"
"ashlyschwan",1,"Starbucks"
"askpanera",1,"Starbucks"
"assigned",1,"Starbucks"
"assistant",1,"Starbucks"
"assure",1,"Starbucks"
"astor",1,"Starbucks"
"aswell",1,"Starbucks"
"atlanta",1,"Starbucks"
"atlantic",1,"Starbucks"
"attempted",1,"Starbucks"
"attitude",1,"Starbucks"
"automatically",1,"Starbucks"
"ave",1,"Starbucks"
"avocado",1,"Starbucks"
"aw",1,"Starbucks"
"award",1,"Starbucks"
"awkward",1,"Starbucks"
"aygpajjtsh",1,"Starbucks"
"baffles",1,"Starbucks"
"bagel",1,"Starbucks"
"baileys",1,"Starbucks"
"ball",1,"Starbucks"
"baltimore",1,"Starbucks"
"barrista",1,"Starbucks"
"base",1,"Starbucks"
"based",1,"Starbucks"
"baskets",1,"Starbucks"
"bastarrrrd",1,"Starbucks"
"batch",1,"Starbucks"
"bay",1,"Starbucks"
"bazaar",1,"Starbucks"
"bbg",1,"Starbucks"
"beam",1,"Starbucks"
"bear",1,"Starbucks"
"beaten",1,"Starbucks"
"beats",1,"Starbucks"
"beauty",1,"Starbucks"
"behaviour",1,"Starbucks"
"benefit",1,"Starbucks"
"betternotpout",1,"Starbucks"
"beverages",1,"Starbucks"
"bid",1,"Starbucks"
"bigger",1,"Starbucks"
"bike",1,"Starbucks"
"bin",1,"Starbucks"
"binmnsouri",1,"Starbucks"
"birthdaygirl",1,"Starbucks"
"birthdaytreat",1,"Starbucks"
"bit",1,"Starbucks"
"bjwutmpemq",1,"Starbucks"
"bla",1,"Starbucks"
"blech",1,"Starbucks"
"bleeding",1,"Starbucks"
"blessed",1,"Starbucks"
"blessings",1,"Starbucks"
"blow",1,"Starbucks"
"blown",1,"Starbucks"
"blunt",1,"Starbucks"
"bmfakejebo",1,"Starbucks"
"boarding",1,"Starbucks"
"bob",1,"Starbucks"
"boo",1,"Starbucks"
"book",1,"Starbucks"
"booklets",1,"Starbucks"
"books",1,"Starbucks"
"boone",1,"Starbucks"
"booth",1,"Starbucks"
"boring",1,"Starbucks"
"bottle",1,"Starbucks"
"bough",1,"Starbucks"
"bound",1,"Starbucks"
"boy",1,"Starbucks"
"brah",1,"Starbucks"
"braille",1,"Starbucks"
"branch",1,"Starbucks"
"branches",1,"Starbucks"
"brand",1,"Starbucks"
"brandonpmeier",1,"Starbucks"
"bravo",1,"Starbucks"
"brazil",1,"Starbucks"
"bread",1,"Starbucks"
"brewing",1,"Starbucks"
"bridgeport",1,"Starbucks"
"briicsbvhu",1,"Starbucks"
"brilliant",1,"Starbucks"
"bringing",1,"Starbucks"
"brings",1,"Starbucks"
"brought",1,"Starbucks"
"browsers",1,"Starbucks"
"bruh",1,"Starbucks"
"brule",1,"Starbucks"
"btw",1,"Starbucks"
"buffalostarbucks",1,"Starbucks"
"buh",1,"Starbucks"
"building",1,"Starbucks"
"bulletproofexec",1,"Starbucks"
"burners",1,"Starbucks"
"burning",1,"Starbucks"
"businessinsider",1,"Starbucks"
"busted",1,"Starbucks"
"butter",1,"Starbucks"
"buys",1,"Starbucks"
"bye",1,"Starbucks"
"byfqmalwyl",1,"Starbucks"
"cache",1,"Starbucks"
"cafes",1,"Starbucks"
"calif",1,"Starbucks"
"calle",1,"Starbucks"
"camkdesigns",1,"Starbucks"
"canada",1,"Starbucks"
"cancelled",1,"Starbucks"
"capitalists",1,"Starbucks"
"captive",1,"Starbucks"
"carbucks",1,"Starbucks"
"care",1,"Starbucks"
"carolina",1,"Starbucks"
"carrot",1,"Starbucks"
"carry",1,"Starbucks"
"cars",1,"Starbucks"
"casestudy",1,"Starbucks"
"category",1,"Starbucks"
"catholiccharm",1,"Starbucks"
"causing",1,"Starbucks"
"cbituk",1,"Starbucks"
"ccs",1,"Starbucks"
"cents",1,"Starbucks"
"ch",1,"Starbucks"
"challenge",1,"Starbucks"
"chamber's",1,"Starbucks"
"chanbrig",1,"Starbucks"
"change",1,"Starbucks"
"charged",1,"Starbucks"
"charging",1,"Starbucks"
"charit",1,"Starbucks"
"cheap",1,"Starbucks"
"cheaper",1,"Starbucks"
"cheats",1,"Starbucks"
"check",1,"Starbucks"
"cheering",1,"Starbucks"
"cheese",1,"Starbucks"
"cherish",1,"Starbucks"
"chesnut",1,"Starbucks"
"cheyluvsrosie",1,"Starbucks"
"cheynanaginss",1,"Starbucks"
"chip",1,"Starbucks"
"chiverton",1,"Starbucks"
"choice",1,"Starbucks"
"christians",1,"Starbucks"
"christmastimebirthdays",1,"Starbucks"
"chrome",1,"Starbucks"
"chrons",1,"Starbucks"
"chunk",1,"Starbucks"
"cinnamon",1,"Starbucks"
"clap",1,"Starbucks"
"class",1,"Starbucks"
"clearing",1,"Starbucks"
"clo",1,"Starbucks"
"closed",1,"Starbucks"
"closer",1,"Starbucks"
"clove",1,"Starbucks"
"clovermachine",1,"Starbucks"
"cocoa",1,"Starbucks"
"coconut",1,"Starbucks"
"coded",1,"Starbucks"
"coffeeislife",1,"Starbucks"
"coffeelife",1,"Starbucks"
"coliseum",1,"Starbucks"
"collect",1,"Starbucks"
"collecting",1,"Starbucks"
"collection",1,"Starbucks"
"collier",1,"Starbucks"
"colored",1,"Starbucks"
"columbia",1,"Starbucks"
"coming",1,"Starbucks"
"comments",1,"Starbucks"
"commercial",1,"Starbucks"
"communal",1,"Starbucks"
"companies",1,"Starbucks"
"comparison",1,"Starbucks"
"competed",1,"Starbucks"
"complaint",1,"Starbucks"
"completely",1,"Starbucks"
"complimentary",1,"Starbucks"
"concentrate",1,"Starbucks"
"confident",1,"Starbucks"
"confused",1,"Starbucks"
"congrats",1,"Starbucks"
"congratulating",1,"Starbucks"
"connecting",1,"Starbucks"
"connections",1,"Starbucks"
"consequence",1,"Starbucks"
"consistently",1,"Starbucks"
"consumed",1,"Starbucks"
"consumer",1,"Starbucks"
"contacted",1,"Starbucks"
"continue",1,"Starbucks"
"convenience",1,"Starbucks"
"convenient",1,"Starbucks"
"conversa",1,"Starbucks"
"cooke",1,"Starbucks"
"cookie",1,"Starbucks"
"cookies",1,"Starbucks"
"copies",1,"Starbucks"
"coraxialraven",1,"Starbucks"
"cordell",1,"Starbucks"
"core",1,"Starbucks"
"corner",1,"Starbucks"
"corniche",1,"Starbucks"
"cornwall",1,"Starbucks"
"corporate",1,"Starbucks"
"cost",1,"Starbucks"
"costa",1,"Starbucks"
"costco",1,"Starbucks"
"counter",1,"Starbucks"
"counting",1,"Starbucks"
"country",1,"Starbucks"
"coupon",1,"Starbucks"
"coworker",1,"Starbucks"
"crack",1,"Starbucks"
"cranberry",1,"Starbucks"
"crap",1,"Starbucks"
"crazy",1,"Starbucks"
"created",1,"Starbucks"
"credit",1,"Starbucks"
"crikey",1,"Starbucks"
"crowne",1,"Starbucks"
"cruelty",1,"Starbucks"
"crunch",1,"Starbucks"
"crushed",1,"Starbucks"
"cry",1,"Starbucks"
"cstgwalker",1,"Starbucks"
"ct",1,"Starbucks"
"cupcakes",1,"Starbucks"
"cute",1,"Starbucks"
"cvupnyynqw",1,"Starbucks"
"cvwow",1,"Starbucks"
